,Chat_msg,sentiment
2741,hello sir am finding it difficult to connect my wallet can a get a role upgrade please,1
2742,no this is the issue,0
2743,next time i will let you go,0
2744,if  wins i get og,1
2745,we don try  i sabi as i grind tire,0
2746,please,0
2747,go submit your wallet gurl,1
2748,just vibe it s never too late,0
2749,lfg,1
2750,is wl spot still remaining,1
2751,hello,0
2752,messages been here since day one,0
2753,never smilingfacewithtear,0
2754,i just followed u enehyeh yuurownuniverse,0
2755,how,0
2756,lol what,0
2757,hey there og role,1
2758,i believe   undercutters don dey few i get that feeling,0
2759,yeah,0
2760,amennnnnn,0
2761,gg,1
2762,for anything i just cant,0
2763,i have  ogs lol,1
2764,lol all love and light,0
2765,i got its,1
2766,lfg,1
2767,make god do am for us so we fit comot this weekend,0
2768,heyy wassup,0
2769,amen oo bro my house rent depends on it plus school fees too,0
2770,congrats,1
2771,what can i do to get og mans kinda despirate here   cuz i know this project is fire,1
2772,lol,0
2773,have you signed up with mercury,1
2774,update me to og boss,1
2775,thanks to the admins,0
2776,it is not late go to,0
2777,did froots do well,0
2778,hi everyone,0
2779,im so sorry,0
2780,please can you help me,1
2781,brahh we deserve this win aswear,1
2782,cant submit wallet on mecury i think hes hes noob,-1
2783,waw thanks,1
2784,omo i never get that one self but this no go cast,0
2785,gib wl make me a warlock soft,1
2786,i have some questions sir,0
2787,get me a spot here dont leave me behind,0
2788,mods pls check twitter raid proof,0
2789,oya now thanks dear,0
2790,heyy,0
2791,hello,0
2792,omo make i no lie make this thing gimme the least   i wan smile bruhhh,0
2793,please rumble games again  i missed this one please,1
2794,im screamiiiiiinnnnnnggggggg,1
2795,heeee,0
2796,hello,0
2797,i no even know where outside dey bro,0
2798,why kill me in gartic,-1
2799,a,0
2800,o lor far oooo for you to understand properly we need to share screenshot so you dont waste my time and i dont waste yours u need to be sending screenshot while i walk you thru the process my twitter is on my boi send a request,0
2801,yes nah you need to submit your wallet nah,0
2802,if this one cast na africansnft go remain for me  i go just go rest i believe say god no go shame me,0
2803,i wish i can mint more than,1
2804,hey fam any issue,0
2805,whats up,0
2806,supreme being not dead yetweary,0
2807,hey man from twitter,0
2808,last rumble for the night,0
2809,lol i suggested a rumble and i got killed ngmi,0
2810,i have gotten there i dont know how to connect my wallet to mercury,1
2811,lol that doesnt mean though froots minted  days ago they moon they did listing after mint out though,1
2812,i wish for my color to change to red,0
2813,raid the tweet anyone who needs wl,1
2814,wow,0
2815,hello sir,0
2816,you no suffer reach me for this space  i never see outside for once,0
2817,red,0
2818,hi mate,0
2819,if you are going to undercut your system or phone will blow up  can i get an amen house,-1
2820,hello,0
2821,sheesh yall gotta check,0
2822,you helped me once do it again,0
2823,a,0
2824,i missed d og rumble,1
2825,go to,0
2826,hi,0
2827,oh gartic is on alreadt,0
2828,have you won rumble before,0
2829,abeg i get question shey lydis if i no claim spot and all that i no go ft mint,0
2830,thanks supreme,0
2831,wow,0
2832,i don tire to shout,0
2833,when wl,1
2834,im winning gartic,1
2835,werey,0
2836,when me,0
2837,he can drop a message or caption in any of the channel we go look for it in any of the channel and report to him or react to it,0
2838,a,0
2839,a,0
2840,space warlock,0
2841,loljokes on you  monkai minted today underwater  it minted on open sea,1
2842,a,0
2843,not for wl,1
2844,woo me too this is the only project i have now after this i go rest for nfy,1
2845,i don too suffer bro,0
2846,who else cant rumble,0
2847,wen wl,1
2848,lets rumble,1
2849,lmao de re of different breed bro,0
2850,i read and understood the rules and it says otherwise,0
2851,lol you dey gimme these myanmar undercutters vibe lol  you wan undercut go buy shawarma abi lol,0
2852,ifg,1
2853,hello everyone,0
2854,hi fren,0
2855,please give me wl,1
2856,louder please,0
2857,who is in for a collab tomorrow,1
2858,pls dear i still havent gotten this i keep getting stuck i havent connected my wallet u said i should have my wallet on extension but i havent connected it yet how do i do it,1
2859,how do you know,0
2860,supreme warrior is there hope for a late warrior like me,0
2861,hows the hide and seek,0
2862,factos bruh,0
2863,a,0
2864,theyre unreal  theyre vile,-1
2865,it has been a great day,1
2866,lol,0
2867,lol if u dont wanna dm him you can dm at least well talk about how good space warlock mint is wen it hits  tomorrow,1
2868,a,0
2869,i dey tell you    but wait oo this is the only project on solana that is minting tis week right i mean hyoed,1
2870,wow okay,0
2871,a,0
2872,lfg,1
2873,make tomorrow dey in our favour oo  i don too suffer,0
2874,i wish for my color to change to red,0
2875,this is not the right place for this you know it,0
2876,games or a question and answer  or a hide and seek in the server ie drop a caption in any channel amount of people to find the word get wl,1
2877,if there are i would love to have,0
2878,a,0
2879,when wl,1
2880,yo,0
2881,i just wan buy sharwarma,1
2882,lfg,1
2883,no i got mine a long time ago but now theyre sharing it on twitter,0
2884,can t wait to get a role,1
2885,i no fit understand them  i don reason am tire,0
2886,we are not over allocated lfggggg  give me og role this is not a project to miss out on i cant seem to have enough og role to make me fulfill,1
2887,og pls,1
2888,lol sorry,0
2889,are there still og roles,1
2890,a,0
2891,were so hyped fam   let our launchpad start test running rn  we dont need glitches,1
2892,gimme that purple color i am royalty,1
2893,good day,0
2894,is that how u got yours,0
2895,gg,1
2896,lol yeah thats my prob with d sol ecosystem,0
2897,hey,0
2898,because we are space warriors,0
2899,yes it does move along if you arent interested,0
2900,the fear of solana undercutters,0
2901,where are you from,1
2902,give me og i need compensation,1
2903,gartic made fun of me earlier today,0
2904,how u doing mate,0
2905,yoo,0
2906,lfg,1
2907,both na,0
2908,who is hyped,0
2909,dm me if you are serious and lets talk,0
2910,hu,0
2911,gm,0
2912,does this make sense,0
2913,hello guys,0
2914,those pple are from another world man,0
2915,how a uu,0
2916,lol,0
2917,naa beg o we no even form,0
2918,so how many can wl mint,1
2919,no dey cap  no dey cap  me sef wan use this project buy iphone,1
2920,hello guys,0
2921,gartic rumble,0
2922,hi,0
2923,og,1
2924,rumble gartic,0
2925,the energy im seeing here is different and nobody is fudding us,0
2926,flash rumble for,0
2927,am super hypeeeed and ready give me og lfggggg,1
2928,do it,0
2929,hold this ratio,0
2930,pm,0
2931,most definitely   the problem is with undercutters  theyre very daft people if everyone lists above  itll sell out one time,0
2932,hi,0
2933,not sure about that,0
2934,hey guys,0
2935,exactly,0
2936,cos ure fine and he needs a gf,0
2937,like,0
2938,a,0
2939,i am,0
2940,you people should do well tomorrow o,0
2941,gonna be red soon just react on twitter,0
2942,why should i,0
2943,no wahala i believe you  if i no believe you wetin i gain,0
2944,ut,0
2945,oh og role,1
2946,for me  for u,0
2947,paper hand detected,0
2948,dm me,0
2949,a,0
2950,lets the admin host an event at least to those that dont have a role to get,1
2951,a,0
2952,gg warlocks,1
2953,wen wl,1
2954,easy im dark,0
2955,factssssss,0
2956,a,0
2957,well hit  bro,0
2958,dm,0
2959,lfg,1
2960,hello,0
2961,guys and and  for a chance to be og and wl,1
2962,og,1
2963,prove this hater wrong,0
2964,sweet to say when you have og,1
2965,na my fear be that,0
2966,na hopium abi fact,0
2967,a,0
2968,yeah tess,0
2969,hold,0
2970,hy guys,0
2971,lol sorry,0
2972,lol   profit sharing ratio,0
2973,gg,1
2974,i just need to eat bruh   make god help me oo  this project too fine to cast anyways na solana,1
2975,i was sooo active for this now it is so easy to get,1
2976,collab,0
2977,claimed,0
2978,mint for public,1
2979,fuck up,-1
2980,believe that too,0
2981,okay goodluck,0
2982,hello,0
2983,hey guys i have wl looking for collab partner asap please send me a dm if interested,1
2984,ok,0
2985,what time is mint tomorrow,1
2986,hey,0
2987,og,1
2988,doesnt count,0
2989,hi,0
2990,e go print boss,1
2991,ikrrrr,0
2992,meeeee,0
2993,lol,0
2994,mint and hold please,1
2995,wen wl,1
2996,i did submit my discord id on twitter,1
2997,torh,0
2998,what time is mint,1
2999,gooo,1
3000,ikr,0
3001,wen what,0
3002,do you know who i am,0
3003,double promotion,1
3004,wl,1
3005,a,0
3006,wen,1
3007,na d prayer guy because at this point ehn,0
3008,lol fine girl ure pretty ngl,0
3009,you cant submit wallet without a role,1
3010,mint time,1
3011,thank god the mp no too choke,0
3012,lets move the invasion to right now  i cant wait,1
3013,wenwl,1
3014,hello,0
3015,lol the hustle is important o,0
3016,i dey tell youi no even wan put all my all cos ah,0
3017,my eyes don see shege   make this one just do  for me abeg  and make i mint rare,1
3018,wen wl,1
3019,all good you,0
3020,lmaoo,0
3021,you the one delaying megimme og role so i can claim before it closes,1
3022,i did like to submit mine,1
3023,any ama,0
3024,no  need to wl you first for it to work out,0
3025,stop with the lies lol,0
3026,sup,0
3027,you re distracting me from this wl hustle,1
3028,the real hasabullah,0
3029,hi,0
3030,hi,0
3031,since u dont wanna gimme red make me purple then,0
3032,hello frens,0
3033,wen wl,1
3034,even if i dont wl i will be sweeping the floor tomorrow,1
3035,yo,0
3036,wen you make me red i ll definitely submit wallet,1
3037,hopium dey kill oo bruh,0
3038,hi,0
3039,lggg,1
3040,hey man,0
3041,omor no ooo,0
3042,wen og lets fucking invade bro,1
3043,wen wl,1
3044,lemme update my og before it closess plsss,1
3045,hiii you re prettyyyy,0
3046,gib wl ser  i cant submit address,1
3047,lets see it      to me all sneak peak  is,1
3048,og is purple,1
3049,hows everyone doing,0
3050,yeah purple is og,1
3051,cant blame you with wetin we don see these past few days lmao,0
3052,holla,0
3053,normal how far have you gotten the sinner role,0
3054,warra og role for you,1
3055,lol,0
3056,i thought red is wl,1
3057,hopium,0
3058,bless me with the og role,1
3059,wl for the next big project please,1
3060,thats why im asking for og,1
3061,nope,0
3062,wagwan,1
3063,still dark,0
3064,when do i get wl,1
3065,get wl first before og,1
3066,lfggg,1
3067,bruh i no dey hope on anything oo  make i no lie for you,0
3068,wen og,1
3069,you don t have,0
3070,u will be fine,0
3071,wen wl,1
3072,role check,0
3073,all done,0
3074,wen og,1
3075,wen wl,1
3076,youre not even wl,1
3077,hi,0
3078,wl,1
3079,when og,1
3080,am super excited lfggggg when og boss,1
3081,nope,0
3082,wl please,1
3083,hi there supreme,0
3084,i need to enter the space ship help,1
3085,lets see how it turns out xd,0
3086,lets raid,1
3087,no break him preek o,0
3088,can i do it and get wl,1
3089,staked on it,0
3090,og,1
3091,gib og,1
3092,lessgoooo,0
3093,a,0
3094,a,0
3095,wl,1
3096,and that s the one i m bidding on  i don t fucking care,0
3097,i need to enter the spaceship,1
3098,the last sneak is my favoritethe healergreen also my favorite color,1
3099,meeee,0
3100,hi,0
3101,na my ticket out of trenches,1
3102,wl please to the moon,1
3103,i want to invade also,0
3104,lfg,1
3105,from twitter,0
3106,no wl,1
3107,hello supreme can i get wl please,1
3108,whats your favourite clan,0
3109,yo,0
3110,thats the one i am minting tomorrow lol,1
3111,yeah yeah,0
3112,then lfg,1
3113,me me me,0
3114,hi,0
3115,i am bring it on,0
3116,cheers so without claiming i cant mint,1
3117,see as this one deu type,0
3118,we go rugged am tomorrow  but make this project cook oo bosss,0
3119,meeee,0
3120,meeeeee,0
3121,hyper active,0
3122,my fav,0
3123,invading  lfg,0
3124,who s ready to see the  that ll be released tomorrow,0
3125,you are wl nah,1
3126,lets go,1
3127,a,0
3128,i am super duper excited,1
3129,no reason am boss,0
3130,how to get wl,1
3131,funny enough i dont take any am a nigerian seven up is okk for me,0
3132,lmao,0
3133,wen wl,1
3134,i be og but i no get liquidity boss,1
3135,i am,0
3136,while i dey snore for bed,0
3137,are u the same ashley from hoap,0
3138,phewww,1
3139,tomorrow will be great,0
3140,oh i am,0
3141,yes ooooo,0
3142,whats zobo whats kunu,0
3143,we are going to moon no cap,1
3144,wen wl,1
3145,hiii,0
3146,wen og,1
3147,need og,1
3148,good luck fren,0
3149,when purple,1
3150,lol free the person abeg not worth it,0
3151,this afternoon oo  lol we been dey vibe with supreme ooo,0
3152,guys who is bullish for tomorrow,0
3153,hello,0
3154,wen wl,1
3155,goodluck fren,0
3156,wl please,1
3157,melody are u nigerian if yes do u prefer cold zobo or kunu lol thanks a lot,0
3158,yeap,0
3159,wl please,1
3160,yeaaa,0
3161,no need to fight each other guys,0
3162,a,0
3163,yep,0
3164,see og wey dey call my oga,1
3165,wen purple,1
3166,hello guys,0
3167,im all ready to invade who is with me,0
3168,beyyyy everyonee,0
3169,og please,1
3170,hello red,0
3171,hi,0
3172,have you never used mecury it not hard copy the link paste on your kiwi browser make sure u have your phantom wallet on extention once you paste the mecury link on the kiwi browser it will ask you to connect with discord allow it then go to your profile link with your phantom and twitter then claim the wl,1
3173,hello,0
3174,hey frens,0
3175,oga me,0
3176,i just want red,1
3177,hello   can you gimme wl please,1
3178,wewen wl,1
3179,when you turn purple,0
3180,hi,0
3181,hyped for mint lol,1
3182,wl please,1
3183,wen wl,1
3184,hello,0
3185,that aint good but you cant give up ask for help from a friend or something  youve come this far,0
3186,hey purple,0
3187,hello my guy,0
3188,wl please,1
3189,good night every one i wish everyone a successful mint tomorrow     i love you both  purple please,1
3190,ahh,0
3191,hi,0
3192,wen og,1
3193,when ama,0
3194,hy,0
3195,okay maam goodluck,0
3196,if you cannot be civil and not resort to insults to prove your point then i wont stoop that low,-1
3197,hey friends,0
3198,hello,0
3199,wl plss,1
3200,good evening,0
3201,hi blaq,0
3202,help me put in the good word,0
3203,hello,0
3204,goodevening yall,0
3205,i know,0
3206,lmao it takes one to know one brah,0
3207,please make me happy,1
3208,gn guys,0
3209,how are you doing,0
3210,just normal og,1
3211,it keeps ending up at an impasse,0
3212,congratulations my fren,1
3213,how to wl,1
3214,hold on to it bro youll see the option,0
3215,youre dull cant you know when someone is sad i have been complaining about my role and the og dont have any use,-1
3216,hello,0
3217,you promised to take us out of the trenches,0
3218,yeah go to your channel,0
3219,og,1
3220,wl i pray,1
3221,benefits of og,1
3222,use phantom wallet and log in to mercury,1
3223,why,0
3224,gn fam,0
3225,tomorrow is gonna be,0
3226,wen wllllll,1
3227,how do i copy the link pls,1
3228,i still no get og role,1
3229,sorry my love,0
3230,gotten,0
3231,a,0
3232,yo,0
3233,lmao,0
3234,you got wl maam,1
3235,please bless me  i see you in a good mood,1
3236,go claim your spot,1
3237,make we enter,0
3238,you wont stay one place,0
3239,wen og,1
3240,thanks,0
3241,omo,0
3242,i dont understand what to do or how to register my wallet address,1
3243,if its on the table ill take that,0
3244,better,0
3245,was suppose,0
3246,please check fan art to check my screenshot i want to be sure im good to go,1
3247,you kept repeating the same phrases brah what do you want us to think,0
3248,copy the link for blocksmith and paste in your wallet browser,1
3249,wen og,1
3250,did you complete the process  try again,0
3251,my baby,0
3252,was suppose to be og,1
3253,hear me outtt,0
3254,hi,0
3255,a,0
3256,whats ur challenge bro,0
3257,hurry and claim,1
3258,im sorry my lord,0
3259,theres fund,0
3260,you no want founder,0
3261,your already wl,1
3262,wen og pretty pretty please,1
3263,guys,0
3264,hi,0
3265,what you mean by thay,0
3266,supreme being wen wl,1
3267,luck luck,0
3268,give me og,1
3269,guys i need help i cant claim my spot or wl pls help,1
3270,a,0
3271,same here,0
3272,youre everywhere,0
3273,supreme being wen mod,0
3274,hello,0
3275,gib wl,1
3276,just stay positive guys,0
3277,chai,0
3278,you go collect now,0
3279,yeah i will,0
3280,has luck shined on me yet,1
3281,since day one i got history here,1
3282,wl me,1
3283,come,0
3284,give me og this is a project to hold and not to flip i want to have it all,1
3285,purple is my fav  colour,0
3286,what about me i need to go to mecury now,0
3287,see dm,0
3288,notice meee plsss,1
3289,lmfaoooo keep grinding gee e go comd,0
3290,og role,1
3291,hello i,0
3292,just one wl is ok,1
3293,a,0
3294,hi,0
3295,we need more energyyyyy,1
3296,omo be like we go beg tire o,0
3297,og will be good on me,1
3298,look at this bot ffs,-1
3299,the invasion is gonna be maaaddds,1
3300,hi,0
3301,can we please move the invasion to right now i cant wait,1
3302,no you didnt,0
3303,hopefully,0
3304,wen wl,1
3305,wen wl for me,1
3306,im still here      og please,1
3307,any og spot left,1
3308,im still here fam   do not pass me by   og is needed,1
3309,lol ull get it soon,0
3310,guys i need help,0
3311,hii,0
3312,hype is crazy and i m buzzing,1
3313,i wanna go to mercury lab,1
3314,omo,0
3315,kindly wl me,1
3316,what the use of my og,1
3317,wen wl,1
3318,no you don t have wl,1
3319,wen of,0
3320,role check,0
3321,definitelyarent you hyped the hype is crazy,0
3322,wen wl,1
3323,gm,0
3324,any og spot left,1
3325,yeah sure buddy,0
3326,what is mint time  someone tell me,1
3327,i am og,1
3328,in minutes,0
3329,right now,0
3330,timo,0
3331,whats the use of my og,1
3332,congrats bby,1
3333,my boss  the only one i answer to,0
3334,give me wl let me go to mecury,1
3335,we gonna sell out,0
3336,wen wl,1
3337,i thought i got og,1
3338,a,0
3339,purpleeeeeee,0
3340,what is mint time,1
3341,heading rn,0
3342,i wish i could buy you cold bottles of beer for these arts,1
3343,og loading,1
3344,pumped,0
3345,i need wl,1
3346,og wl me,1
3347,im not there yet pls make me red like my frens,0
3348,young warlock is asking for wl wl is asking for og,1
3349,wowwwww it s gonna be great,1
3350,congratulations,1
3351,oh thanks alot bro,0
3352,reeeddddd,0
3353,hi artist haha,0
3354,my idolo,0
3355,what is mint time,1
3356,what about me,0
3357,please give me og,1
3358,just  mint is ok for me,1
3359,ready to go,1
3360,i ask for og,1
3361,wen wl,1
3362,a,0
3363,lfggg,1
3364,when og,1
3365,i want to mint  and more,1
3366,we ve got art like no other,1
3367,goo to mercury my friend,1
3368,hyped gimme og,1
3369,yeah,0
3370,og please,1
3371,when wl,1
3372,wl me,1
3373,a,0
3374,im hyped for the invasion but im not red yet,1
3375,i am hyped buti really want to mint,1
3376,red everywhere except me wyd,0
3377,leaving me behind,0
3378,cant believe its happening,0
3379,make tomorrow no red like this o,0
3380,legit been waiting for invasion,1
3381,og role me please,1
3382,its looking tasty lets make this project mooon tomorrow is all i ask,1
3383,yes me please i need this,1
3384,warlock ready to fight,0
3385,i swear lol,0
3386,congrats boss,1
3387,og pls,1
3388,when mint time,1
3389,wen wl,1
3390,red everywhere,0
3391,hello,0
3392,wen og daddy,1
3393,lfg,1
3394,i m okay man,0
3395,yes,0
3396,wen wl,1
3397,most hyped,0
3398,yes,0
3399,me gimme oglemme claim,1
3400,super hyped,1
3401,super hyped  hyper active,1
3402,hey,0
3403,i am hyped,1
3404,yeah sure you,0
3405,og is beter,1
3406,check me out,0
3407,loving the vibe here lets get it,1
3408,yes ooo i can t wait,1
3409,i am freak excited theres no word to explain,1
3410,i just need wl,1
3411,most hyped,0
3412,host an event for wl to remaining people,1
3413,keep chatting he will give you,0
3414,gib me wl,1
3415,a,0
3416,hope you good,0
3417,thanksyoooo,0
3418,heyyy,0
3419,id love og now,1
3420,warlock me nau,0
3421,bruh pumped already,1
3422,hello,0
3423,where are u,0
3424,gib me,1
3425,i need og,1
3426,no problem man,0
3427,still haven t gotten og,1
3428,ok,0
3429,lfg,1
3430,hyped i guess  fam is over hyped thats why  im triple bullish when og,1
3431,its only me thats not red,0
3432,a,0
3433,i dont think so   but without og yeah,1
3434,wtf,0
3435,im so hyped that if i get an ogid dance till morning,1
3436,i get you sorry for the misunderstanding,0
3437,gib wl lets invadee,1
3438,oh yeah bro,0
3439,timo werner gib me og or you won t score any goal this season,1
3440,wen wl,1
3441,wahlai i know the twitter user though but this is not him,0
3442,omo,0
3443,wlllllllll pls,1
3444,gib me,1
3445,congrats,1
3446,invasion tomorrow,0
3447,am bullish sir,0
3448,i am super hyped  i want purple please,1
3449,how are you doing,0
3450,invade me,0
3451,og role,1
3452,wen og,1
3453,pls i ve dropped my discord id in the comment section of the space,-1
3454,fr fr,0
3455,a,0
3456,ye me,0
3457,good evening,0
3458,hahahahahahah can t wait for the invasion with those sick arts mehnnnnnn    mooonnnnn,1
3459,say walahi,0
3460,to the moon,1
3461,lfg,1
3462,do we have any  without wl,1
3463,gib wl lemme submit wallet,1
3464,hi,0
3465,super hyped,1
3466,what s up,0
3467,legooooooooo,0
3468,meee gib og,1
3469,me too i m really glad,1
3470,im over hyped ser,1
3471,helppp i need wl,1
3472,ok,0
3473,tomorrow,0
3474,when wl,1
3475,am here sir,0
3476,gib wl ler me submit wallet now,1
3477,lmaoo no be realworld,0
3478,wen wl,1
3479,super hyped,1
3480,am i the last person on the wl,1
3481,help,0
3482,when wl sir,1
3483,timo werner gib me og or you won t score any goal this season,1
3484,im hyped  help,1
3485,he does im glad im whitelisted though but i really want to be purple,0
3486,church of god,0
3487,hyped,0
3488,a,0
3489,im hyped,1
3490,i am,0
3491,realworld eje i sight you,0
3492,youve wl already bro,1
3493,hey namesake,0
3494,let s gooooo,1
3495,please give her wl,1
3496,i m hyped gib og pls,1
3497,i m super hyped maybe a little more than you,1
3498,i hope i get wl,1
3499,meeeeeeeee,0
3500,me i  we  us,0
3501,lfg,1
3502,hey guys,0
3503,mesuper happy if i get og,1
3504,am on oo,0
3505,timo werner gib me og or you won t score any goal this season,1
3506,omo,0
3507,man i have waited for so long,1
3508,boss i m still here did you forget me did i do something wrong to you,0
3509,didnt work was my faith not enough,0
3510,im more than hyped im super bullish,1
3511,lfg,1
3512,a,0
3513,meeeee,0
3514,on a,0
3515,timo werner gib me og or you won t score any goal this season,1
3516,hypeddddddd,1
3517,it will work  be patient,1
3518,werner ser,0
3519,a,0
3520,meee,0
3521,meee,0
3522,when wl  i need,1
3523,who s hyped for the invasion,0
3524,a,0
3525,what church do you attend,0
3526,only  spots claimed give me,1
3527,hello  id love to submit my address,0
3528,definitely,0
3529,reall,0
3530,it didnt work,0
3531,boss man,0
3532,timo werner gib me og or you won t score any goal this season,1
3533,tell me what i can do to get whitelisted,0
3534,wen wl,1
3535,hi everyone,0
3536,yes we are joining you,0
3537,yoo  i like your color     this color will look good on me,1
3538,when wl,1
3539,timo werner gib me og or you won t score any goal this season,1
3540,ooooooogggggggg,1
3541,hi,0
3542,lfg,1
3543,timo i won t leave you till you give me og,1
3544,gl to all whitelisted,1
3545,im purple speaking it into existence,1
3546,bless me,1
3547,heyy,0
3548,lol he doesn t give those that ask for it,0
3549,give me wl now and ill submit immediately i promise,1
3550,og me,1
3551,a,0
3552,hello,0
3553,hey,0
3554,og,1
3555,yo,0
3556,literally thou,0
3557,a,0
3558,hi,0
3559,hahaha,0
3560,why are you fading me concerning og role it s well i d be alright,1
3561,og,1
3562,wyd,0
3563,lol,0
3564,congratulations dear,1
3565,you aren t even wl yet,1
3566,yes,0
3567,please,0
3568,timo werner gib me og or you won t score any goal this season,1
3569,lol you are everywhere,0
3570,role check,0
3571,wen og,1
3572,oh wow im wl now,1
3573,og,1
3574,when og,1
3575,congrats,1
3576,what s the no for,0
3577,i dont know what else to say og pls,1
3578,hi warlocks,0
3579,she deserves wl level,1
3580,wtf,0
3581,i still don t have the og role yet,1
3582,any last wl for me,1
3583,done,0
3584,a,0
3585,timo werner gib me og or you won t score any goal this season,1
3586,a,0
3587,og ser,1
3588,still waiting for og pls,1
3589,a,0
3590,thank you,0
3591,timo werner gib me og or you won t score any goal this season,1
3592,hi guys,0
3593,hello boss gib me wl please,1
3594,how do i submit my wallet ser,1
3595,like he plays for chelsea,0
3596,pls gib wl,1
3597,hi,0
3598,wishing well,0
3599,yo warlocks,0
3600,waddup,1
3601,yoo super hyped,1
3602,when og every where,1
3603,timo werner gib me og or you won t score any goal this season,1
3604,is you that i see being active,0
3605,a,0
3606,siu,0
3607,hi,0
3608,ok sir,0
3609,omoooooooooh,0
3610,a,0
3611,i can t submit my wallet,-1
3612,wen wl,1
3613,timo werner gib me og or you won t score any goal this season,1
3614,how are you doing buddy,0
3615,og,1
3616,grant me the ability to submit my wallet too,1
3617,boss good evening,0
3618,wen og,1
3619,who can we meet,0
3620,og,1
3621,hey guys,0
3622,heyy,0
3623,lowkey having that sort of mooning feeling,0
3624,co ask,0
3625,wen wl,1
3626,all the newly wl  newly og should go submit addy on    give og please,1
3627,timo werner gib me og or you won t score any goal this season,1
3628,thanks for all you do,1
3629,he must be,0
3630,no problem,0
3631,when me,0
3632,o por,0
3633,a,0
3634,y all messing with us,0
3635,gm,0
3636,a,0
3637,pls wl me,1
3638,so hyped for the mint,1
3639,what sorta issue sir,0
3640,when wl ser,1
3641,lfg,1
3642,wen og,1
3643,wen me,0
3644,lol im not the only mod online,0
3645,okay,0
3646,og please,1
3647,lfg,1
3648,youve been whiltelised,0
3649,i ve submitted it bro,1
3650,everyone  head on to  and follow the steps to successfully submit your address on mercury  submissions are closing soon,1
3651,a,0
3652,when me,0
3653,no more roles,0
3654,hola,0
3655,thanks vanessa,0
3656,a,0
3657,wl me pls,1
3658,lfg,1
3659,i ve got so much faith in this project,1
3660,sure go and submit your wallet,1
3661,raided ser,0
3662,yoo when are we going to the moon lol,0
3663,congratulations,1
3664,weldone and great work timo,1
3665,yo,0
3666,thank you,0
3667,lfg,1
3668,hello,0
3669,done     wen og,1
3670,yo,0
3671,give meee,1
3672,lol i didnt wl you though but youre welcome,0
3673,thanks ill do that right away,0
3674,timo werner wen og,1
3675,wen og,1
3676,timo werner,0
3677,everyone  head on to  and follow the steps to successfully submit your address on mercury  submissions are closing soon,1
3678,hello,0
3679,ohh probably   and,0
3680,your boy needs help  please help me,0
3681,youre wled already go and submit your wallet in,1
3682,please i have issue,0
3683,just be patient    i know you seeing us,0
3684,hmm,0
3685,then who is giving the wl sir,1
3686,thank you zetsu,0
3687,here,0
3688,still no og,1
3689,i m ok with wl,1
3690,go to   and claim,1
3691,hi,0
3692,timo werner wen og,1
3693,a,0
3694,wl,1
3695,yo,0
3696,supreme being  bless your boy,0
3697,cmonn you dooo   nice vibing with u tho,0
3698,thanks dear,0
3699,okay sir,0
3700,timo werner wen og,1
3701,when red,0
3702,congratulations fam,1
3703,lol not something within my power,0
3704,wow thanks,0
3705,yea  been waiting,0
3706,i want my color changed,0
3707,best artist ever liveth     og will look good on me  best founder ever liveth,1
3708,but i want og,1
3709,timo werner wen og,1
3710,hello,0
3711,hey guys,0
3712,awnnnnn im so glad    thank you my love,1
3713,a,0
3714,i got it,1
3715,same too get my color changed,0
3716,heya,0
3717,how do we claim roles,0
3718,lol i have no idea,0
3719,yo but i would really like to submit mine,0
3720,a,0
3721,give so i can claimmmm,1
3722,thank you fam for the reply  can i ask for a request  can you please make me purple    i will be really happy  i love this project so i much i feel purple matches the love i have for this project,1
3723,connect your discord to mercury and claim role link should be on the,1
3724,maybe you should wait a lil more    do something please,0
3725,pls can i get mine too,1
3726,where do we submit tho,1
3727,where og,1
3728,hi guys,0
3729,give wl,1
3730,og me fam,1
3731,hiii,0
3732,please give me og boss,1
3733,saw someones colour changed now damn i wish for it too,0
3734,i believe this is longterm,0
3735,congrats fam,1
3736,nope,0
3737,well done timo,0
3738,youre wled already go and submit your wallet,1
3739,thank you,0
3740,a,0
3741,wl please,1
3742,exactly go claim ur role will be clpsing in few minute,0
3743,a,0
3744,geez z sorry dear,0
3745,og me blud,1
3746,guys,0
3747,you can never have too much love,0
3748,lfg,1
3749,ayeee,0
3750,whats good fam,0
3751,thanks for always staying active timo you are appreciated,1
3752,you welcome,0
3753,how do we do that,0
3754,greenwood,0
3755,wow,0
3756,well done timoyou have really tried,1
3757,raided already    og is next,1
3758,a,0
3759,welllll,0
3760,kindly pls wl me,1
3761,i guess so  i ll be going to bed soon  i guess things don t work the way we want sometimes,0
3762,it was taken months ago,0
3763,we love what we building here fam,1
3764,purple blz,1
3765,all newly whitelist should remember to claim role on mercury so your effort wont be in vain,1
3766,moooooooniiiiiiinnnnggggg,1
3767,whats happened,0
3768,when red please,1
3769,hello guys,0
3770,hey guys,0
3771,am i purple yet,0
3772,av,0
3773,thanks for all the support lets do well for the invasion day,1
3774,oya na make we run am,0
3775,hey guys,0
3776,i have love can give u back   what i need is you know,0
3777,please i want my spot back,1
3778,wl pls,1
3779,hello,0
3780,where my og,1
3781,supreme being  bless your boy,0
3782,thank u so much,1
3783,hello,0
3784,you valid,0
3785,supreme  wen og,1
3786,yea,0
3787,hey,0
3788,u a babe,0
3789,thank u gee,0
